loss,best_hr,best_ndcg,params,iteration,train_time,status
0.5779427359490986,0.4220572640509014,0.21775089603386497,"{'embed_dim': 16, 'factor': 8, 'learning_rate': 0.022133800829112198, 'num_neg': 10.0}",1,770.5844080448151
0.5959703075291622,0.40402969247083775,0.21529506639046722,"{'embed_dim': 16, 'factor': 8, 'learning_rate': 0.010920987879584954, 'num_neg': 9.0}",2,693.6239342689514
0.37539766702014843,0.6246023329798516,0.34896849562360627,"{'embed_dim': 8, 'factor': 8, 'learning_rate': 0.18338784527316396, 'num_neg': 8.0}",3,604.4720788002014
0.7836691410392365,0.2163308589607635,0.10358981748035459,"{'embed_dim': 8, 'factor': 8, 'learning_rate': 0.0013942319800139956, 'num_neg': 5.0}",4,406.3836946487427
0.46341463414634143,0.5365853658536586,0.30228917169482394,"{'embed_dim': 16, 'factor': 8, 'learning_rate': 0.11447361067661922, 'num_neg': 1.0}",5,150.3863070011139
0.5938494167550371,0.4061505832449629,0.21975888956285036,"{'embed_dim': 16, 'factor': 8, 'learning_rate': 0.010129874617795447, 'num_neg': 4.0}",6,354.21389627456665
0.6076352067868505,0.39236479321314954,0.2047257024650104,"{'embed_dim': 8, 'factor': 8, 'learning_rate': 0.007230382459947741, 'num_neg': 7.0}",7,535.862893819809
0.44750795334040294,0.5524920466595971,0.2937833678522797,"{'embed_dim': 16, 'factor': 8, 'learning_rate': 0.06210489186402075, 'num_neg': 3.0}",8,285.79895186424255
0.5970307529162249,0.4029692470837752,0.2120969475954044,"{'embed_dim': 16, 'factor': 8, 'learning_rate': 0.010332783654879035, 'num_neg': 6.0}",9,488.7385687828064
0.584305408271474,0.41569459172852596,0.220446915493519,"{'embed_dim': 16, 'factor': 16, 'learning_rate': 0.018636272374469597, 'num_neg': 8.0}",10,624.9734871387482
0.49734888653234355,0.5026511134676565,0.27395987081366124,"{'embed_dim': 8, 'factor': 16, 'learning_rate': 0.04620585483239559, 'num_neg': 6.0}",11,472.625470161438
0.8048780487804879,0.1951219512195122,0.09812956676306592,"{'embed_dim': 8, 'factor': 8, 'learning_rate': 0.0010947544347000274, 'num_neg': 8.0}",12,601.7939388751984
0.6670201484623541,0.3329798515376458,0.1764806161541063,"{'embed_dim': 16, 'factor': 16, 'learning_rate': 0.003451994761018348, 'num_neg': 2.0}",13,219.229651927948
0.5588547189819724,0.4411452810180276,0.24222206888575826,"{'embed_dim': 16, 'factor': 8, 'learning_rate': 0.03863729606528368, 'num_neg': 7.0}",14,558.707081079483
0.5959703075291622,0.40402969247083775,0.21532654333334036,"{'embed_dim': 16, 'factor': 16, 'learning_rate': 0.01101075295530966, 'num_neg': 9.0}",15,696.6995139122009
0.5312831389183457,0.4687168610816543,0.262394337542677,"{'embed_dim': 16, 'factor': 16, 'learning_rate': 0.0422056416230094, 'num_neg': 4.0}",16,355.6574909687042
0.5885471898197243,0.41145281018027574,0.21669120002133338,"{'embed_dim': 16, 'factor': 16, 'learning_rate': 0.021309679188282277, 'num_neg': 2.0}",17,218.47278785705566
0.37009544008483564,0.6299045599151644,0.36490431281433827,"{'embed_dim': 16, 'factor': 16, 'learning_rate': 0.1631989632393848, 'num_neg': 3.0}",18,289.6912591457367
0.7465535524920466,0.25344644750795337,0.12518194105719022,"{'embed_dim': 16, 'factor': 8, 'learning_rate': 0.0016507604889434118, 'num_neg': 6.0}",19,492.02546191215515
0.5970307529162249,0.4029692470837752,0.21704728601267959,"{'embed_dim': 16, 'factor': 16, 'learning_rate': 0.022245406702602607, 'num_neg': 10.0}",20,780.8242790699005
0.3679745493107105,0.6320254506892895,0.3592428428483982,"{'embed_dim': 8, 'factor': 16, 'learning_rate': 0.19419032183811288, 'num_neg': 4.0}",21,344.31533002853394
0.37645811240721105,0.623541887592789,0.3514172858193392,"{'embed_dim': 8, 'factor': 16, 'learning_rate': 0.1792412831980744, 'num_neg': 4.0}",22,342.62452006340027
0.4284199363732768,0.5715800636267232,0.3149920742158654,"{'embed_dim': 8, 'factor': 16, 'learning_rate': 0.10090028689940075, 'num_neg': 3.0}",23,279.0953121185303
0.43584305408271473,0.5641569459172853,0.30996907226119513,"{'embed_dim': 8, 'factor': 16, 'learning_rate': 0.09535402943807207, 'num_neg': 2.0}",24,214.34199810028076
0.3743372216330859,0.6256627783669141,0.35031241437334376,"{'embed_dim': 8, 'factor': 16, 'learning_rate': 0.1602319652912748, 'num_neg': 5.0}",25,406.57654881477356
0.5026511134676563,0.4973488865323436,0.2748992689937088,"{'embed_dim': 8, 'factor': 16, 'learning_rate': 0.0694251267795845, 'num_neg': 1.0}",26,145.97942399978638
0.3891834570519618,0.6108165429480382,0.3412216518321062,"{'embed_dim': 8, 'factor': 16, 'learning_rate': 0.1345805880897623, 'num_neg': 3.0}",27,275.7240581512451
0.6246023329798516,0.3753976670201485,0.2025970821572641,"{'embed_dim': 8, 'factor': 16, 'learning_rate': 0.004218756637117742, 'num_neg': 5.0}",28,409.6070430278778
0.47507953340402964,0.5249204665959704,0.2934683635598813,"{'embed_dim': 8, 'factor': 16, 'learning_rate': 0.07185238116889653, 'num_neg': 4.0}",29,339.4099209308624
0.5874867444326617,0.41251325556733826,0.21693293949989687,"{'embed_dim': 8, 'factor': 16, 'learning_rate': 0.028282288622417776, 'num_neg': 2.0}",30,212.35282611846924
0.38069989395546133,0.6193001060445387,0.3559806324184469,"{'embed_dim': 16, 'factor': 16, 'learning_rate': 0.1888514655652461, 'num_neg': 3.0}",31,291.69947695732117
